"mirtarbase","hits"
"mmu-miR-24-3p","17127, 17127, 17128, 17128, 17129, 12125, 214469, 319352, 70599, 17449, 22026, 230857, 268890, 16504, 319481, 72480, 50720, 71302, 16889, 56873, 16519, 69399, 20351, 26456, 72826, 329165, 14107, 72972, 15247, 72477, 73447, 17242, 12826, 67920, 72194, 76804, 269261, 211187, 64011, 71675, 72949, 14594, 226744, 71375, 23827, 16828, 56772, 218850, 98193, 69116, 240185, 382056, 20616, 17216, 66168, 
76976, 69683, 226781, 20450, 15368, 20652, 12921, 69207, 15118, 269704, 268880, 380912, 227731, 16579, 241656, 26875, 170753, 380702, 73419, 67998, 75914, 12396, 22129, 64378, 12890, 20370, 50907, 22346, 219114, 75785, 77574, 77889, 11492, 29877, 20977, 54446, 72128, 73251, 27360, 14348, 15563, 94282, 78408, 227334, 94040, 192176, 56364, 16569, 269437, 20683, 74018, 72948, 13527, 11479, 80292, 
70804, 18573, 28169, 237615, 26432, 12725, 319924, 17928, 17391, 73102, 11350, 13483, 12371, 22401, 171469, 110911, 16002, 14682, 320162, 104001, 108682, 72759, 17311, 54170, 11735, 76650, 20743, 19775, 70873, 214084, 217684, 93687, 14697, 75409, 14432, 67991, 30052, 319996, 106064, 675812, 320184, 208076, 107449, 94218, 20692, 226407, 69256, 319586, 268515, 238323, 75605, 77034, 18810, 17064, 
14680, 16195, 14675, 110829, 106504, 14810, 16518, 14401, 320541, 76742, 72141, 13821, 19415, 59033, 20979, 69834, 226976, 67313, 18854, 72750, 107723, 28077, 78830, 545276, 545474, 27392, 11987, 78757, 11938, 108155, 16443, 16443, 14226, 229584, 109552, 11666, 225523, 52250, 29812, 432530, 104625, 23849, 65246, 65246, 58193, 77733, 231876, 225362, 242109, 18187, 22234, 110962, 78937, 22021, 
108058, 100561, 65113, 13478, 17999, 110876, 52469, 230085, 70999, 19340, 98660, 20250, 66676, 15975, 15200, 27059, 16467, 67826, 338337, 243382, 109934, 52150, 98415, 16826, 108013, 11426, 55984, 50790, 12412, 18015, 11307, 16728, 211949, 13488, 15452, 380916, 68614, 60409, 20980, 28042, 270156, 14182, 13854, 106572, 16594, 545389, 77579, 18191, 12321, 67087, 18845, 216440, 110809, 13807, 
269642, 320840, 18193, 170644, 18032, 18027, 78339, 381820, 11899, 214951, 237387, 53382, 230101, 51902, 52635, 214897, 320799, 80909, 71918, 106628, 213054, 12661, 320145, 67213, 21951, 16565, 16011, 15270, 58180, 14270, 12217, 67298, 72668, 11517, 53623, 54563, 56515, 17260, 12497, 18012, 21405, 18429, 59091, 67228, 67228, 22017, 234076, 16151, 16151, 15042, 15042, 217705, 56314, 217303, 
217303, 227619, 218203, 218203, 333315, 74653, 108105, 242747, 240064, 22324, 67902, 319317, 68549, 207352, 108943, 18155, 50877, 114654, 330503, 14593, 74256, 99311, 11799, 14422, 230657, 18600, 69104, 237436, 240514, 22173, 68874, 100042450, 11435, 213402, 74356, 67509, 67467, 70484, 230801, 239099, 66223, 13690, 237859, 22035, 21331, 73902, 171567, 17975, 56444, 320587, 94281, 64424, 109245, 
66950, 18999, 170770, 228775, 5598, 21414"
"mmu-miR-25-3p","50754, 50754, 66894, 17968, 20868, 20868, 20868, 66488, 12877, 381438, 381438, 246104, 53604, 12662, 12515, 380608, 72536, 12227, 16192, 628308, 22202, 245368, 217119"
"mmu-miR-26a-1-3p","14219, 59044"
"mmu-miR-26a-5p","14056, 56013, 22195, 108841, 268890, 18537, 74493, 208967, 243272, 13046, 54607, 70599, 53416, 13844, 72826, 81535, 329679, 30853, 94185, 108086, 246782, 11863, 104923, 103784, 50794, 235380, 108857, 218850, 18667, 77087, 67568, 217124, 270118, 19270, 14732, 26556, 171486, 319924, 13653, 65247, 16412, 50798, 56398, 235339, 12890, 56772, 110959, 76376, 22772, 15529, 94214, 16569, 239667, 22775, 
75320, 14407, 210417, 56741, 67095, 268880, 71198, 21916, 14658, 70093, 216197, 241589, 16649, 100986, 53861, 208266, 171212, 67453, 110920, 22782, 21985, 67028, 73296, 243385, 76980, 232157, 227334, 13858, 50850, 68652, 19058, 271849, 72477, 237988, 103266, 269788, 12175, 24136, 16468, 101809, 226016, 108150, 28169, 228005, 100317, 106369, 240283, 80911, 170738, 223693, 226999, 232087, 338521, 
214968, 224650, 269023, 225055, 104015, 213827, 56807, 14682, 20317, 215114, 17311, 26420, 13388, 54170, 20818, 59033, 224647, 21375, 242443, 22158, 14701, 72080, 14782, 432530, 13004, 320713, 68465, 208982, 14681, 75099, 23859, 232286, 68421, 20662, 20403, 11987, 11987, 11987, 54418, 232798, 17064, 78521, 26398, 209478, 74122, 14696, 12419, 106064, 211914, 13121, 67120, 68203, 69981, 54338, 
14155, 13039, 67581, 108012, 319317, 192786, 72759, 319211, 93685, 70804, 242291, 68837, 17754, 26900, 233490, 319955, 320184, 320541, 59046, 52187, 192157, 11840, 12053, 235574, 14802, 239606, 18823, 107939, 403174, 240028, 58198, 140780, 238799, 19317, 67991, 228983, 23830, 67475, 74694, 51786, 71228, 70998, 329165, 17389, 58242, 16518, 19266, 232539, 227154, 97064, 320127, 76252, 18032, 67549, 
232223, 170822, 212919, 71772, 226251, 13244, 244879, 53333, 20604, 66913, 51813, 18970, 14226, 72108, 26943, 319579, 67405, 30930, 67017, 15483, 110911, 16510, 66356, 241308, 17775, 56442, 215951, 226432, 67122, 67785, 381695, 26908, 69938, 22327, 207615, 13860, 140740, 74365, 170644, 74342, 74006, 207393, 77040, 64451, 12974, 70472, 237542, 218544, 228071, 20980, 235300, 228662, 11426, 21413, 
12091, 219257, 215335, 76895, 56737, 102323, 16211, 52348, 20503, 20842, 13131, 53323, 109934, 116914, 56515, 20452, 20510, 15257, 216742, 11303, 67416, 77097, 69562, 240665, 60599, 232341, 70361, 16525, 75029, 56218, 76080, 227446, 54604, 238130, 77531, 217351, 53375, 74159, 66980, 74081, 268396, 14225, 210106, 105348, 67767, 243725, 71653, 56700, 209586, 16728, 72542, 22700, 230249, 227580, 
216825, 13429, 210853, 101739, 399568, 67943, 70747, 210973, 11881, 24045, 17357, 13360, 12747, 12166, 269831, 71778, 108660, 20358, 209497, 78754, 18000, 54411, 14537, 50876, 53883, 103583, 110876, 242687, 15441, 67150, 93683, 269593, 547253, 12055, 20679, 51886, 11789, 230316, 67556, 108767, 74570, 73884, 16981, 27494, 53332, 22360, 494504, 14800, 109676, 231207, 22627, 18710, 333789, 68473, 
52468, 74427, 269181, 622434, 76273, 245596, 269700, 74747, 98660, 328572, 17260, 27059, 104215, 30940, 15569, 216965, 59026, 17756, 229096, 20744, 100019, 68795, 545156, 22241, 233833, 22057, 22065, 67760, 74205, 14219, 17128, 19211, 19211, 240068, 72431, 56533, 52014, 67040, 217265, 104859, 269629, 16647, 474156, 67902, 67036, 99151, 70484, 76688, 11909, 192656, 22418, 544752, 17709"
"mmu-miR-26b-3p","4513"
"mmu-miR-26b-5p","16842, 240068, 72431, 11987, 11987, 56533, 52014, 67040, 217265, 104859, 269629, 19211, 16647, 474156, 67902, 67036, 99151, 70484, 76688, 19225, 17709"
"mmu-miR-27a-3p","12394, 12394, 19016, 18263, 20810, 50754, 12393, 11691, 20750, 27060, 12156, 12166, 55994, 16153, 16880, 20713, 57776, 12028, 58801, 170770, 19713, 11922, 11922, 11922, 27373, 67230, 70560, 70560, 58217, 58217, 78651, 13838, 20666, 57339, 240726, 240726, 208650, 225283, 93876, 66011, 12765, 104885, 66223, 20308, 170574, 17129, 56458, 72416, 17127, 16364, 4208, 22416, 21898"
"mmu-miR-27a-5p","70673, 12912, 19013, 230738, 56458, 72585"
"mmu-miR-27b-3p","12394, 17260, 17127, 17128, 17129, 19016, 20315, 16880, 57776, 19713, 11922, 11922, 11922, 27373, 67230, 70560, 70560, 58217, 58217, 78651, 13838, 20666, 57339, 240726, 240726, 208650, 225283, 93876, 66011, 12765, 104885, 66223, 20308, 11865, 13527, 13712"
"mmu-miR-2861","15184, 15184, 12393, 110948, 110948, 110948, 54712, 72017, 72017, 235907, 73656, 240697, 17161, 245174"
"mmu-miR-28a-5p","110809, 78286, 118446, 54325, 226525, 226525, 67501, 67501, 19116, 94227, 228026"
"mmu-miR-28b","21855, 21855, 381077, 381077, 319455, 14815, 100504715, 11988, 272643, 75764, 67038, 71807, 217169"
"mmu-miR-28c","21855, 21855, 381077, 381077, 319455, 14815, 100504715, 11988, 272643, 75764, 67038, 71807, 217169"
"mmu-miR-290a-3p","94246, 216459, 11610, 11610, 382051, 81489, 20744, 100041658, 100039089, 18816, 214469, 18704, 15980, 67620"
"mmu-miR-290a-5p","106021, 11837, 223649, 57890, 226861, 330790, 381438, 69367, 69367, 14460, 407812, 68036, 215627, 21399, 21399, 81004, 81004, 207214, 16568, 16562, 15289, 14302, 14011, 75763, 14007, 14007, 227541, 12014, 12014, 12014, 226641, 269870, 269870, 23832, 23832, 69786, 69786, 21933, 21339, 21339, 100303744, 20755, 209131, 209131, 67151, 18166, 18166, 69721, 69721, 69721, 210009, 210009, 432779, 432779, 
16591, 16591, 16591, 320581, 320581, 74105, 74105, 545276, 54632, 54632, 66583, 66583, 239167, 239167, 56094, 12951, 12951, 12532, 14422, 14422, 75939, 75939, 66209, 66209, 331524, 331524, 19889, 19889, 70052, 70052, 18569, 15159, 56809, 56809, 14544, 14544, 14544, 50789, 50789, 13709, 13709, 67848, 67848, 70640, 73608, 73608, 73608, 76184, 76184, 56410, 56410, 226757, 226757, 218850, 218850, 
319430, 319430, 66983, 66983, 17082, 17082, 118446, 193385, 193385, 12633, 17064, 69743, 330788, 21408, 545471, 67230, 67009, 268741, 332359, 319508, 20522, 52428, 19419, 19387, 19255, 18996, 56193, 66164, 381695, 67532, 224703, 140481, 228003, 59053, 109075, 242474, 19025, 12572, 12319, 12326, 232946, 52717, 71101, 67630, 18130, 73649, 11552, 66839, 53902, 19354, 110417, 72349, 192986, 219181, 
74442, 12212, 69504, 57434, 381560, 240660, 72281, 320360, 52202, 242748, 211945, 229534, 217122, 13828, 26378, 12983, 319586, 11799, 108909, 20928, 70620, 223881, 213783, 57385, 26557, 77877, 381990, 22319, 382038, 13830, 80718, 67414, 17218, 52187, 70461, 66101, 73473, 15980, 27784, 22401, 240055, 234733, 545260"
"mmu-miR-290b-5p","56771"
"mmu-miR-291a-3p","12575, 18508, 216459, 243905, 226470, 18021, 192196, 192196, 192196, 192196, 100041658, 100039089, 14426, 214469, 382019, 330788, 77593, 217379, 69786, 20913, 19054, 18166, 217431, 17975, 76784, 17199, 74549, 67075, 16956, 54486, 235582, 69367, 54004, 242474, 50883, 56078, 52717, 110532, 110446, 320492, 384309, 217169, 67630, 14417, 213054, 13709, 21367, 11352, 216119, 192289, 18293, 215690, 
75739, 15586, 94253, 15043, 14816, 50789, 50505, 245474, 108015, 12326, 75302, 12212, 70802, 16573, 16155, 56066, 112415, 20538, 17527, 320209, 18117, 217303"
"mmu-miR-291a-5p","67120, 235300, 19270, 76626, 328949, 15259, 68655, 67072, 11891, 330788, 19054, 217431, 15015, 72729, 18293, 75302, 52686, 71520, 56314, 12014, 217303"
"mmu-miR-291b-3p","12575, 216459, 76178, 76178, 76178, 76178, 240055, 225876, 69860, 319974, 319974, 213988, 100041658, 100039089, 244416, 21858, 67529, 214469, 246735, 26404, 77697, 105787, 19697"
"mmu-miR-291b-5p","67120, 235300, 19270, 76626, 328949, 15259, 68655, 67072, 11891, 330788, 19054, 217431, 15015, 72729, 18293, 75302, 52686, 71520, 56314, 12014, 217303"
"mmu-miR-292a-3p","216459, 11610, 11610, 382051, 81489, 20744, 100041658, 100039089, 18816, 214469, 18704, 15980, 67620"
"mmu-miR-292a-5p","106021, 11837, 223649, 57890, 226861, 330790, 381438, 69367, 69367, 14460, 407812, 68036, 215627, 21399, 21399, 81004, 81004, 207214, 16568, 16562, 15289, 14302, 14011, 75763, 14007, 14007, 227541, 12014, 12014, 12014, 226641, 269870, 269870, 23832, 23832, 69786, 69786, 21933, 21339, 21339, 100303744, 20755, 209131, 209131, 67151, 18166, 18166, 69721, 69721, 69721, 210009, 210009, 432779, 432779, 
16591, 16591, 16591, 320581, 320581, 74105, 74105, 545276, 54632, 54632, 66583, 66583, 239167, 239167, 56094, 12951, 12951, 12532, 14422, 14422, 75939, 75939, 66209, 66209, 331524, 331524, 19889, 19889, 70052, 70052, 18569, 15159, 56809, 56809, 14544, 14544, 14544, 50789, 50789, 13709, 13709, 67848, 67848, 70640, 73608, 73608, 73608, 76184, 76184, 56410, 56410, 226757, 226757, 218850, 218850, 
319430, 319430, 66983, 66983, 17082, 17082, 118446, 193385, 193385, 12633, 17064, 69743, 330788, 21408, 545471, 67230, 67009, 268741, 332359, 319508, 20522, 52428, 19419, 19387, 19255, 18996, 56193, 66164, 381695, 67532, 224703, 140481, 228003, 59053, 109075, 242474, 19025, 12572, 12319, 12326, 232946, 52717, 71101, 67630, 18130, 73649, 11552, 66839, 53902, 19354, 110417, 72349, 192986, 219181, 
74442, 12212, 69504, 57434, 381560, 240660, 72281, 320360, 52202, 242748, 211945, 229534, 217122, 13828, 26378, 12983, 319586, 11799, 108909, 20928, 70620, 223881, 213783, 57385, 26557, 77877, 381990, 22319, 382038, 13830, 80718, 67414, 17218, 52187, 70461, 66101, 73473, 15980, 27784, 22401, 240055, 234733, 545260"
"mmu-miR-292b-5p","243653"
"mmu-miR-294-3p","12575, 216459, 243905, 226470, 18021, 192196, 192196, 192196, 192196, 100041658, 100039089, 14426, 214469, 382019, 330788, 77593, 217379, 69786, 20913, 19054, 18166, 217431, 17975, 76784, 17199, 74549, 67075, 16956, 54486, 235582, 69367, 54004, 242474, 50883, 56078, 52717, 110532, 110446, 320492, 384309, 217169, 67630, 14417, 213054, 13709, 21367, 11352, 216119, 192289, 18293, 215690, 75739, 
15586, 94253, 15043, 14816, 50789, 50505, 245474, 108015, 12326, 75302, 12212, 70802, 16573, 16155, 56066, 112415, 20538, 17527, 320209, 18117, 217303"
"mmu-miR-294-5p","18508, 243653"
"mmu-miR-295-3p","12575, 216459, 243905, 226470, 18021, 192196, 192196, 192196, 192196, 100041658, 100039089, 14426, 214469, 382019, 330788, 77593, 217379, 69786, 20913, 19054, 18166, 217431, 17975, 76784, 17199, 74549, 67075, 16956, 54486, 235582, 69367, 54004, 242474, 50883, 56078, 52717, 110532, 110446, 320492, 384309, 217169, 67630, 14417, 213054, 13709, 21367, 11352, 216119, 192289, 18293, 215690, 75739, 
15586, 94253, 15043, 14816, 50789, 50505, 245474, 108015, 12326, 75302, 12212, 70802, 16573, 16155, 56066, 112415, 20538, 17527, 320209, 18117, 217303"
"mmu-miR-295-5p","18508, 210573"
"mmu-miR-296-3p","21926, 16001, 74438, 109880, 109880, 272643, 56066, 56078, 14675, 21780, 18218, 59050, 240697, 13024, 75725"
"mmu-miR-296-5p","71950, 67511, 24013, 24013, 81014, 81014, 11987, 246782, 19116, 245368"
"mmu-miR-297a-3p","217951, 71643"
"mmu-miR-297a-5p","100986, 20974, 109246, 20874, 20249, 242297, 19279, 76566, 547176, 105352, 213417, 241201, 12283, 213006, 11819, 231470, 72043, 13713, 13046, 328133, 109689, 68166, 18430, 68192, 194401, 21802, 74229, 224105, 16561, 224585, 233532, 19290, 105148, 19357, 622320, 241311, 12390, 80914, 110959, 269338, 16987, 104570, 71777, 22644, 20713, 215008, 78889, 17978, 20273, 23984, 22359, 72949, 67579, 
12890, 16519, 216238, 67226, 54189, 55963, 218952, 16502, 19684, 69482, 19317, 15223, 56386, 53330, 93687, 56484, 212276, 225207, 108071, 73192, 13004, 57776, 106025, 54678, 70834, 20203, 56368, 73447, 66296, 11841, 14219, 26466, 93790, 56809, 67912, 27223, 210274, 94229, 67035, 140780, 67433, 67433, 11489, 236511, 11735, 75785, 242109, 14260, 259302, 75731, 56398, 72477, 22134, 108899, 13821, 
237082, 17859, 20481, 20481, 53310, 18164, 217980, 14007, 66923, 67437, 11798, 11798, 54326, 230908, 54375, 237403, 16497, 104015, 22401, 72198, 268902, 242202, 67466, 12389, 22770, 22239, 110829, 18744, 20529, 20662, 74513, 18582, 20614, 20614, 20614, 14362, 109294, 216874, 320790, 105522, 14628, 240332, 13371, 76376, 76376, 93736, 14348, 51813, 12552, 27224, 54418, 27981, 19419, 56356, 56274, 
22241, 241263, 18708, 12747, 18710, 93871, 245386, 18786, 381489, 75422, 11518, 72258, 15463, 67249, 20250, 21951, 67163, 116940, 216965, 16906, 66970, 243328, 69938, 18751, 226551, 83603, 232341, 12334, 229715, 233103, 16525, 232878, 64051, 93684, 268469, 108958, 219135, 238988, 16337, 66234, 67300, 54667, 67729, 14425, 67252, 70527, 21812, 70839, 67916, 110876, 69227, 269941, 93734, 12461, 
234353, 106393, 14166, 93683, 66274, 226089, 17428, 107769, 11426, 16510, 71927, 242860, 230316, 107515, 56410, 20658, 12632, 70747, 73945, 19876, 74498, 330401, 76788, 242083, 228913, 106585, 223332, 97064, 227059, 225028, 68514, 18516, 104112, 16485, 219228, 219228, 219228, 11487, 13211, 11990, 103967, 103967, 23964, 319642, 319642, 319642, 270906, 18010, 68852, 68852, 15557, 211232, 226139, 
226139, 72978, 72978, 94071, 56838, 23796, 211064, 211064, 211064, 320080, 234135, 234135, 107823, 320538, 327766, 20474, 20474, 24050, 67792, 67792, 67792, 269198, 269198, 67144, 60505, 14696, 14696, 328232, 13665, 227541, 227541, 230088, 378431, 224617, 19879, 19879, 19879, 19879, 66641, 66641, 66641, 19272, 57014, 433956, 433956, 432870, 432870, 218476, 385658, 114601, 330286, 330286, 330286, 
330286, 12487, 72278, 53951, 12370, 12370, 214489, 266645, 212281, 24136, 230738, 210801, 210801, 75089, 14605, 326623, 277898, 20496, 18181, 71306, 209707, 56461, 56461, 94253, 14682, 14401, 213054, 27049, 13807, 192657, 13209, 53625, 233405, 233405, 19726, 319555, 16182, 54156, 20928, 74335, 52348, 52348, 20511, 271842, 225998, 225998, 108030, 210094, 14123, 384281, 68944, 15117, 215654, 117589, 
11641, 21366, 22337, 68053, 74202, 76820, 71601, 27218, 18189, 70568, 22754, 240690, 19201, 231841, 20358, 238564, 216225, 67295, 17967"
"mmu-miR-297b-3p","70122, 620419, 620419, 620419, 269870, 83561, 83561, 83561, 67590, 114304, 242126, 241197, 54354, 28078, 18725, 18722, 71793, 14957, 66296, 207798, 68338, 14151, 71804, 71804, 71804, 234086, 76138, 12370, 12235, 223922, 329910, 329910, 319997, 338363, 320204, 269023, 320080, 13345, 225049, 269831, 22045, 213988, 240660, 66074, 72745, 105734, 194388, 217517, 217517, 236920, 24063, 76742, 20541, 
26570, 217692, 20362, 24050, 212712, 245945, 245945, 71740, 19277, 19210, 18753, 18750, 243382, 140484, 18844, 56711, 57746, 18706, 56469, 70974, 18552, 18293, 75805, 18035, 67991, 67991, 67991, 67991, 26413, 269788, 269788, 269788, 16187, 16169, 67143, 381314, 15194, 94253, 52389, 52389, 52389, 237213, 67367, 67367, 67367, 14395, 14365, 268882, 235461, 625286, 102442, 195208, 58861, 77771, 
12212, 12649, 12649, 12649, 78334, 54670, 68724, 218639, 381112, 320438, 240913, 240913, 240913, 74485, 67708, 407812, 408067, 216119, 192200, 378431, 76367, 234129, 224617, 20846, 242607, 66859, 72776, 72776, 237926, 237073, 19279, 216134, 18600, 18600, 70645, 241159, 432628, 17193, 103140, 385658, 20311, 12487, 72278, 214489, 432442, 192734, 621080, 320604, 242466, 240255, 22380, 22290, 14605, 
77220, 24071, 20744, 269397, 269397, 269397, 259302, 20661, 110876, 26450, 213464, 226525, 114713, 19377, 19364, 56305, 18181, 320024, 17764, 16950, 73473, 56055, 328232, 50758, 50758, 13845, 12428, 69743, 56078, 67886, 12217, 12217, 12217, 53625, 211488, 66202, 246727, 13555, 70296, 17087, 101358, 101358, 101358, 54004, 54004, 54004, 83771, 216984, 17933, 13661, 72338, 77044, 320712, 72472, 
270757, 70291, 17258, 21337, 66632, 22253, 17921, 217951, 71643"
"mmu-miR-297b-5p","70122, 20614, 20614, 270906, 18010, 68852, 68852, 15557, 211232, 226139, 226139, 72978, 72978, 94071, 56838, 23796, 211064, 211064, 211064, 320080, 11798, 234135, 234135, 107823, 320538, 327766, 76376, 20474, 20474, 24050, 67792, 67792, 67792, 219228, 219228, 219228, 269198, 269198, 67144, 60505, 14696, 14696, 328232, 13665, 227541, 227541, 230088, 378431, 224617, 19879, 19879, 19879, 19879, 
66641, 66641, 66641, 19272, 57014, 433956, 433956, 432870, 432870, 218476, 385658, 114601, 330286, 330286, 330286, 330286, 12487, 72278, 53951, 12370, 12370, 214489, 266645, 212281, 24136, 230738, 210801, 210801, 75089, 14605, 326623, 277898, 20496, 18181, 71306, 209707, 56461, 56461, 94253, 14682, 14401, 213054, 27049, 13807, 192657, 103967, 13209, 53625, 233405, 233405, 19726, 319555, 16182, 
54156, 20928, 74335, 52348, 52348, 20511, 271842, 225998, 225998, 319642, 319642, 108030, 210094, 14123, 384281, 68944, 20481, 15117, 215654, 117589, 11641, 21366, 22337, 68053, 74202, 76820, 71601, 27218, 18189, 67433, 70568, 22754, 240690, 19201, 231841, 20358, 238564, 216225, 67295, 17967"
"mmu-miR-297c-3p","17921, 217951, 71643"
"mmu-miR-297c-5p","20614, 20614, 270906, 18010, 68852, 68852, 15557, 211232, 226139, 226139, 72978, 72978, 94071, 56838, 23796, 211064, 211064, 211064, 320080, 11798, 234135, 234135, 107823, 320538, 327766, 76376, 20474, 20474, 24050, 67792, 67792, 67792, 219228, 219228, 219228, 269198, 269198, 67144, 60505, 14696, 14696, 328232, 13665, 227541, 227541, 230088, 378431, 224617, 19879, 19879, 19879, 19879, 66641, 
66641, 66641, 19272, 57014, 433956, 433956, 432870, 432870, 218476, 385658, 114601, 330286, 330286, 330286, 330286, 12487, 72278, 53951, 12370, 12370, 214489, 266645, 212281, 24136, 230738, 210801, 210801, 75089, 14605, 326623, 277898, 20496, 18181, 71306, 209707, 56461, 56461, 94253, 14682, 14401, 213054, 27049, 13807, 192657, 103967, 13209, 53625, 233405, 233405, 19726, 319555, 16182, 54156, 
20928, 74335, 52348, 52348, 20511, 271842, 225998, 225998, 319642, 319642, 108030, 210094, 14123, 384281, 68944, 20481, 15117, 215654, 117589, 11641, 21366, 22337, 68053, 74202, 76820, 71601, 27218, 18189, 67433, 70568, 22754, 240690, 19201, 231841, 20358, 238564, 216225, 67295, 17967"
