"mirtarbase","hits"
"mmu-miR-1936","667118, 104885, 104885, 22137, 15259, 74427, 74427, 319200, 18607, 18607, 97165, 12848, 66866, 474156, 240038, 12035, 208748"
"mmu-miR-1938","69372, 66408, 66408, 241877, 241877, 140918, 80913, 16956, 64293, 69709, 69367"
"mmu-miR-193a-3p","11605, 56307, 105638, 242474, 67036, 209737, 217379, 15980"
"mmu-miR-193b-3p","11605, 56307, 105638, 242474, 67036, 209737, 217379, 15980, 5888, 16590"
"mmu-miR-194-5p","14368, 83561, 266815, 286940, 19106, 56457, 56457, 76376, 74132, 78757, 78757, 109785, 216613, 380608, 243743, 65103, 65103, 229706, 229706, 20928, 233724, 56086, 269702, 102058, 70789, 207227, 213054, 11435, 20254, 66950, 68564, 1105"
"mmu-miR-1940","233833, 20724, 118446, 56316, 23970, 244923, 12826, 70661, 381359, 68066, 11605, 211922, 238276, 67727, 19116, 207785, 22401, 245368, 94227, 382867, 269604, 244556, 78784"
"mmu-miR-1941-3p","12231, 12231, 237775, 17444, 17444, 235132, 107568, 22415, 100201, 231991, 66975, 24050, 171486, 17156, 269423, 230649, 11906, 80890"
"mmu-miR-1941-5p","69091, 70296, 14489, 14489, 14489, 16835, 12125, 21938, 78797, 83436, 56307, 434156, 12014"
"mmu-miR-1942","240034, 223864, 16172, 211064, 211064, 20541, 236899, 236899, 13537, 13537, 13537, 239667, 65103, 231670, 231670, 18072, 76872, 408190, 16517"
"mmu-miR-1943-5p","229211, 228852, 228852, 171508, 56447, 66873, 12399, 12399, 68119, 18787, 54609, 56045, 215445, 18016, 14300, 14168, 252903, 330812, 17268, 15194, 17064, 100042480, 71263, 16527, 15950, 73748, 13193, 17329, 270802, 20449, 239570, 15563, 14263, 108147, 18933, 14165, 11778, 20191, 16513"
"mmu-miR-1946a","16172, 16172, 19720, 19720, 114304, 114304, 94067, 237107, 237107, 13423, 69576, 69576, 29808, 29808, 78803, 319955, 319955, 264134, 21933, 66816, 20352, 66229, 18704, 66394, 240087, 72108, 227526, 235132, 68524, 28105, 320541, 13589, 56410, 320706, 66983, 94279, 223332, 19326, 14422, 170755, 68304, 94218, 12014, 237823, 73649"
"mmu-miR-1946b","16172, 16172, 16172, 16172, 13423, 69576, 69576, 264134, 21933, 20352, 65102, 232946, 68524, 28105, 320541, 13589, 66983, 19326, 14422, 170755, 94218, 241116"
"mmu-miR-1947-5p","94352, 94352, 224796"
"mmu-miR-1948-3p","22061, 18772, 18772, 18772, 30934, 56274, 238330, 140810, 381694, 18028, 73545"
"mmu-miR-1949","67230, 67230, 73681, 81879, 226139, 76178, 70650, 105727, 207181, 19116, 19116, 319211, 269513, 269513, 226519, 67040, 216119, 319477, 665378, 628308"
"mmu-miR-1950","22631, 56437, 53901, 53901, 53901, 210719, 329659, 226025, 70620, 74176, 380928, 68183, 12663, 12790, 22758, 78581, 241919, 380614, 140792, 320664, 30947, 211945, 381199, 66552, 67768"
"mmu-miR-1951","58178, 102436, 102436, 212632, 74103"
"mmu-miR-1952","107684, 107684, 107684, 107684, 107684, 11535, 11535, 53858, 54609, 70556, 246104, 93838, 11832, 72301, 80890, 20444, 11819, 60344, 94218, 94181, 319586, 108147, 66225"
"mmu-miR-1953","20669, 69372, 240047, 240047, 15957, 21771, 328365, 67128, 81535, 12929, 77877, 107272, 230233, 52009, 432870, 56447, 18703, 244923, 30956, 27386, 12515, 20459, 212986, 252903, 15975"
"mmu-miR-1954","238463, 20928, 26950, 14270, 78825, 16518, 16518, 16518, 16518, 104099, 269587, 381112, 71817, 71817, 68801, 223527, 21405, 209630, 18218, 66491, 110385, 319504, 73385, 242474, 100101807, 240514, 72230, 70461, 240067, 320213, 217030, 110417"
"mmu-miR-1955-3p","246791, 75530, 69456, 20603, 210126, 210126, 239368, 19116, 16513, 16513, 67295, 67295, 26401, 67111, 108653, 170938, 26419, 231986, 24015, 53881, 320712, 236511, 16785, 320181, 75404, 494504, 12212, 73442, 74442, 319266, 71147"
"mmu-miR-1955-5p","56410, 56410, 56410, 15490, 15490, 319955, 319955, 234678, 17425, 22704, 278304, 67902, 67036, 16568, 630836, 245695, 230099, 70484, 224344, 18477, 269623"
"mmu-miR-1956","71699, 71699, 71699, 71699, 66975, 66074, 21408, 13824, 100182, 320181, 229055"
"mmu-miR-1957a","58178, 16182, 224617, 18779, 23988, 114654"
"mmu-miR-1958","66296, 11906, 11906, 228136, 223773, 22222, 233833, 50850, 215819, 67991, 67444, 13388, 52840, 53621, 76959, 244895, 666938, 108100, 11765, 13858, 11444, 14365, 50758, 109880, 105522, 18703, 15112, 20440, 14426, 107605, 16192, 332359, 18933"
"mmu-miR-195a-5p","56327, 12571, 12443, 93759, 23821, 12043, 12043, 12050, 70238, 210146, 210146, 210146, 210146, 210146, 71755, 71755, 244373, 231991, 16593, 16593, 234733, 81840, 227743, 227743, 278097, 278097, 68737, 74653, 320165, 320165, 211949, 16410, 231670, 231670, 12121, 12121, 12121, 23970, 17975, 15932, 224014, 80890, 212937, 76809, 58208, 70902, 94187, 17390, 12447, 12444"
"mmu-miR-1960","74383, 78825, 16416, 16416, 16416, 16416, 14807, 14807, 14807, 12561, 22393, 22393, 17196, 70574, 12428, 20911, 23871, 18150, 54383, 666747, 224617, 270066, 19889, 67768, 240327, 242418, 68070, 433904, 211429, 269604, 66493, 15040, 80797, 434438, 268297, 11990, 106298, 545938, 240168, 17951, 72585"
"mmu-miR-1961","18016, 18016, 237107, 237107, 56094, 56094, 23805, 23805, 23805, 76626, 101358, 72635, 100039206, 100039028, 213402, 213402, 17536, 72667, 227720, 11941, 244237, 15975"
"mmu-miR-1962","68837, 18504, 75612, 67556, 17064"
"mmu-miR-1964-3p","56741"
"mmu-miR-1964-5p","76178, 76178, 235472, 78286, 208922, 107684, 107684, 70472, 70472, 171285, 66874, 170484, 77593, 320139, 17199, 12326, 72267, 140477, 233799, 18600, 213402, 74356, 65246, 21331"
"mmu-miR-1965","16172, 16172, 19720, 19720, 114304, 114304, 237107, 237107, 13423, 29808, 29808, 319955, 319955, 66816, 21422, 21356, 66229, 20459, 66394, 240087, 72108, 227526, 70292, 235132, 68524, 28105, 66983, 94279, 223332, 268741, 19326, 66905, 64436, 14422, 170755, 12014, 237823"
"mmu-miR-1966-5p","229211, 228852, 228852, 171508, 66873, 239570"
"mmu-miR-1967","237988, 237988, 381560, 67727, 244879, 212986, 107751, 213006, 74470, 18174, 50931, 628308"
"mmu-miR-1968-5p","76742, 231991, 19267, 19267, 16410, 226751, 546336, 15015, 18053, 15502"
"mmu-miR-1969","71609, 100037278, 20404, 53951, 21413, 56298, 74026, 414872, 243743, 18007, 76485, 15277, 171463"
"mmu-miR-196a-5p","15364, 15416, 15416, 239759, 320302, 407800, 192734, 213006, 18779, 13665, 21813"
"mmu-miR-196b-5p","239759, 320302, 407800, 192734, 213006, 18779, 13665, 21813"
"mmu-miR-1970","140481, 140481, 238328, 72141, 99899, 99899, 24136, 24136, 242608, 242608, 72195, 245050, 245050, 13841, 12837, 52377, 380608, 72536, 18787, 72999, 72108, 320165, 278304"
"mmu-miR-1971","70536, 226151, 65257, 11732, 71602, 71602, 71330, 54403, 210145, 21679, 68119, 13610, 320181, 171211, 11307, 242747, 77593, 217379, 20913, 19743, 320139, 18782, 216154, 17199, 66296, 94040, 75939, 73694, 54201, 67630, 76809, 216119, 69786, 217169, 21916, 192289, 52463, 224617, 18704, 215690, 75739, 73016, 15586, 94253, 50505, 245474, 108015, 12326, 26874, 320492, 70153, 108159, 21399, 225283, 
66229, 230726, 70802, 18764, 16573, 54486, 20585, 14680, 69367, 237221, 14062, 54004, 56066, 50883, 434438, 229521, 68070, 74105, 213054, 56386, 110532, 18117"
"mmu-miR-1981-5p","70536, 226151, 65257, 11732, 71602, 71602, 71330, 54403, 210145, 21679, 68119, 13610, 320181, 171211, 11307, 242747, 77593, 217379, 20913, 19743, 320139, 18782, 216154, 17199, 66296, 94040, 75939, 73694, 54201, 67630, 76809, 216119, 69786, 217169, 21916, 192289, 52463, 224617, 18704, 215690, 75739, 73016, 15586, 94253, 50505, 245474, 108015, 12326, 26874, 320492, 70153, 108159, 21399, 225283, 
66229, 230726, 70802, 18764, 16573, 54486, 20585, 14680, 69367, 237221, 14062, 54004, 56066, 50883, 434438, 229521, 68070, 74105, 213054, 56386, 110532, 18117"
"mmu-miR-1983","381832, 16876, 52150, 14121, 66959, 81489, 81489, 81489, 81489, 109880, 109880, 408067, 20538, 20538, 68421, 225743, 74549, 74549, 13709, 13709, 68606, 68606, 68606, 240063, 17135, 320209, 66396, 75302, 18117, 229541"
"mmu-miR-199a-3p","17125, 12394, 17709, 14701, 11765, 104859, 104859, 102436, 102436, 13361, 12476, 76608, 20511, 216516, 19317, 241638, 66632, 50877, 11651, 26556, 224796"
"mmu-miR-199a-5p","93759, 93759, 93759, 15251, 15251, 226304, 226304, 226304, 226304, 226304, 20390, 20390, 21808, 94184, 14245, 171463, 52389, 14190, 75219, 75219, 75219, 75219, 75219, 11492, 74376, 259302, 75953, 12504, 13511, 13511, 69581, 78697, 29864, 12916, 100182, 18220, 52626, 15165, 67902, 73656, 241944, 224224, 17161, 224796, 245174, 238871, 14219, 268697"
"mmu-miR-199b-3p","13548, 14701, 11765, 104859, 104859, 102436, 102436, 13361, 12476, 76608, 20511, 216516, 19317, 241638, 66632, 50877, 16449"
"mmu-miR-19a-3p","20238, 22762, 19211, 19211, 21926, 14611, 11447, 74383, 69863, 71687, 76742, 215085, 215819, 225876, 16201, 71878, 11982, 11364, 20614, 93673, 75541, 214133, 29864, 11641, 28081, 21858, 67529, 26404, 14366, 16974, 5728, 11441"
"mmu-miR-19b-3p","15259, 218203, 18012, 56378, 327942, 114249, 54607, 77446, 69981, 242443, 17886, 94332, 72117, 98999, 11479, 12859, 52808, 268880, 381629, 218454, 71063, 20683, 19765, 224794, 12389, 232339, 13197, 100986, 74383, 74383, 66889, 66146, 226999, 66355, 13929, 22129, 213109, 22701, 74229, 69116, 75320, 102954, 319955, 208748, 217410, 54561, 76376, 215015, 209131, 229004, 14055, 54208, 67886, 329165, 
54711, 67412, 217082, 117146, 73379, 19347, 268480, 225888, 14155, 14701, 17112, 76793, 18197, 237253, 12801, 101351, 24051, 27360, 84652, 208846, 432442, 16324, 225876, 225876, 20844, 380664, 52589, 13046, 24136, 319901, 270120, 216344, 26422, 108086, 328108, 76969, 11671, 319352, 72972, 627049, 50753, 12753, 213988, 16009, 29864, 29864, 29864, 11909, 21815, 67155, 74030, 24109, 19211, 19211, 
93836, 54401, 70591, 11307, 21685, 215494, 70361, 13483, 11842, 23908, 18044, 19128, 67122, 67812, 217721, 56807, 18167, 68203, 11938, 268783, 14886, 11778, 19894, 56386, 93736, 56484, 20788, 208982, 94192, 116873, 12934, 56338, 234135, 66964, 78100, 239857, 18389, 66625, 16832, 20539, 238799, 75409, 67581, 103806, 52662, 76007, 23972, 18611, 68073, 347722, 67213, 74157, 225523, 66259, 209478, 
13488, 78937, 70727, 211961, 320360, 11941, 29863, 74552, 242474, 57783, 18550, 23922, 93685, 12405, 58246, 20356, 216131, 240028, 11966, 107358, 77034, 50932, 20614, 20614, 215335, 74596, 14226, 238130, 109711, 23792, 26430, 104625, 320799, 64074, 235283, 225207, 213012, 238386, 70510, 94249, 432530, 68770, 20979, 75956, 226562, 104885, 19419, 227449, 74570, 103554, 11980, 16835, 71323, 18481, 
19876, 20608, 75735, 20689, 26879, 70495, 207565, 16499, 170822, 319594, 19326, 12793, 15444, 68558, 11488, 27081, 210027, 243362, 14368, 11517, 72961, 71978, 208650, 194590, 78339, 234594, 80750, 67916, 16403, 53872, 20650, 68497, 16565, 16513, 14677, 20451, 17691, 233103, 76505, 16564, 83965, 50876, 20846, 11352, 94109, 14783, 71435, 243961, 93691, 70675, 212285, 320706, 72007, 26401, 15463, 
13642, 18027, 23947, 329152, 229521, 13690, 104348, 15452, 27059, 20482, 74182, 241308, 73469, 105239, 102857, 353211, 70797, 232341, 68526, 67300, 26932, 13803, 237353, 76273, 70747, 22141, 245684, 21951, 67333, 18710, 244421, 22762, 14611, 22408, 22408, 11447, 69863, 71687, 76742, 215085, 215819, 16201, 71878, 11982, 11364, 93673, 75541, 214133, 11641, 28081, 21858, 67529, 26404, 104156, 
14609, 11441"
"mmu-miR-1a-3p","14463, 12314, 12313, 17258, 208727, 16000, 15111, 15111, 54352, 15511, 15511, 15510, 16001, 20807, 19744, 20104, 230899, 218397, 107951, 107951, 14268, 11459, 17888, 18509, 18968, 14609, 16600, 12540, 21909, 11747, 223701, 83796, 12725, 20587, 225028, 14369, 17286, 54446, 218772, 56726, 15205, 23871, 214384, 56417, 18505, 18505, 18505, 18505, 12877, 100189605, 100039054, 100039008, 100039116, 
100039206, 100039028, 22134, 77733, 2959, 12064"
"mmu-miR-1b-3p","81014, 81014, 12826, 65115, 226352, 20538, 73284, 227525, 240697, 13024, 75725"
"mmu-miR-1b-5p","620419, 620419, 269870, 83561, 83561, 83561, 71699, 19731, 381813, 381813, 28078, 228607, 14957, 66296, 244672, 76138, 12370, 329910, 329910, 319997, 320204, 320080, 98766, 98766, 22045, 213988, 72745, 105734, 76742, 67453, 67453, 24050, 212712, 70432, 245945, 245945, 19210, 234353, 234353, 140484, 18844, 57746, 18706, 70974, 16950, 269788, 269788, 269788, 16169, 381314, 15194, 15429, 14395, 
213054, 319710, 319710, 268882, 101358, 101358, 101358, 101358, 13527, 58861, 77771, 12212, 110911, 110911, 12428, 218639, 545913, 245109, 407812, 408067, 21408, 192200, 234129, 81879, 81879, 66859, 72776, 72776, 27050, 237073, 67229, 56711, 216134, 70645, 17425, 385658, 434197, 434197, 12649, 12649, 12487, 72278, 214489, 432442, 192734, 621080, 320604, 242466, 22290, 107449, 107449, 77220, 21898, 
20744, 269397, 269397, 269397, 259302, 242860, 26450, 114713, 56305, 18176, 18176, 18176, 17764, 380669, 73473, 328232, 13845, 67006, 67006, 67006, 12217, 12217, 12217, 53625, 11977, 11909, 11909, 11909, 11909, 11909, 211488, 66202, 217517, 13555, 70296, 83771, 83771, 67991, 67991, 67991, 70425, 11480, 381085, 20445, 72472, 270757, 241688"
"mmu-miR-200a-3p","13395, 18186, 24136, 24136, 24136, 24136, 21417, 12387, 13193, 18472, 18763, 20441, 8660, 545085, 268490, 268490, 286940, 403172, 21808, 21808, 66313, 19419, 24000, 232314, 15259, 270120, 238988, 67912, 381410, 66358, 219135, 212392, 56177, 17199, 244698, 75729, 99887, 54338, 54338, 19317, 77579, 269423, 381695, 30942, 239099, 67228, 93759, 16002, 3110"
"mmu-miR-200b-3p","21417, 21417, 21417, 21417, 21417, 24136, 24136, 24136, 24136, 24136, 24136, 52615, 12151, 14254, 13193, 18472, 18763, 17756, 22762, 234686, 234686, 234686, 234686, 20444, 14957, 14957, 14957, 14957, 12905, 320213, 320213, 68718, 98711, 54712, 18768, 270086, 270086, 269702, 269702, 17309, 67143, 236790, 17765, 71375, 78748, 328274, 76809, 72281, 11820, 17684, 16476"
"mmu-miR-200b-5p","396"
"mmu-miR-200c-3p","21417, 21417, 21417, 21417, 24136, 24136, 24136, 24136, 14254, 20674, 17756, 12151, 22762, 18121, 234686, 234686, 234686, 234686, 20444, 14957, 14957, 14957, 14957, 12905, 320213, 320213, 68718, 98711, 54712, 18768, 270086, 270086, 269702, 269702, 17309, 67143, 236790, 17765, 71375, 78748, 328274, 76809, 72281, 19699, 7431, 16476"
"mmu-miR-200c-5p","15529"
"mmu-miR-201-5p","208967, 20444, 12491, 234135, 100465, 100465, 100465, 100465, 237387, 237387, 237387, 237387, 101358, 216565, 12428, 107605, 104859, 104859, 216613, 621976, 621976, 621976, 22360, 545279, 414872, 69368, 17218, 194268, 14464, 73225, 66632, 72585"
"mmu-miR-202-3p","20682, 18016, 18016, 23805, 23805, 23805, 76626, 72635, 100039206, 100039028, 17536, 15975, 12775"
"mmu-miR-202-5p","20682, 225631, 27055, 216227, 210146, 224997, 64113, 100233175"
"mmu-miR-203-3p","22061, 22061, 22061, 226442, 104433, 12389, 7707, 329207, 22256, 22256, 22256, 69456, 245368, 210417, 272009, 218543, 26419, 231912, 16401, 242506, 242506, 242506, 242506, 80903, 12892, 242509, 268420, 627626, 627626, 20913, 319190, 72361, 19777, 93890, 74256, 328365, 21898, 212392, 12870, 20147, 20147, 18751, 70359, 17874"
"mmu-miR-203-5p","13003, 12387, 14658"
"mmu-miR-204-5p","12393, 17395, 20877, 15415, 12043, 18212, 20666, 75141, 75141, 75141, 75141, 243339, 243339, 12846, 12846, 12846, 22221, 21413, 20147, 20147, 20147, 20147, 18762, 16468, 14238, 14238, 14238, 14238, 14190, 228482, 100504323, 100504323, 60505, 63857, 63857, 230757, 230757, 13640, 13193, 94109, 381067, 319880, 59090, 269788, 16370, 216848, 71562, 20444, 226041, 23821, 192195, 69737, 75953, 107733, 
74915, 381393, 93686, 276770, 227715, 319622, 93759, 1536, 243382, 13844, 14810"
"mmu-miR-205-5p","19211, 66725, 56637, 207798, 24060, 245945, 16177, 76707, 76707, 76707, 12053, 26378, 27377, 14176, 14176, 12298, 64095, 634104, 208151, 19276, 19106, 18028, 240038, 218203, 218203, 237436, 13198"
"mmu-miR-206-3p","18968, 14609, 14609, 14609, 14609, 67468, 22288, 14314, 208727, 208727, 18509, 18509, 18131, 57874, 21859, 15354, 12725, 83796, 20587, 225028, 14369, 17286, 54446, 218772, 56726, 14268, 66892, 56426, 56417, 18505, 18505, 18505, 18505, 12877, 100189605, 100039054, 100039008, 100039116, 100039206, 100039028, 22134, 77733, 18712"
"mmu-miR-207","12890, 21429, 21429, 21429, 21429, 21429, 21429, 241688, 241688, 241688, 319888, 17936, 17936, 16956, 16956, 14544, 77128, 74051, 74051, 74051, 50907, 215928, 215928, 56726, 56726, 56726, 56726, 16409, 16409, 11512, 11512, 67341, 67341, 227120, 18703, 18703, 67295, 13731, 235106, 19116, 27366, 20521, 72446, 241113, 18185, 240038"
"mmu-miR-208a-3p","17210, 93888, 114142, 57354, 234076, 319974, 170938, 170938, 18771, 213109, 18515, 12443, 20679"
"mmu-miR-208a-5p","70536, 26879, 72307, 245368, 52615, 52615, 28193, 28193, 28193, 18708, 319710, 319710, 75796, 319190, 17311, 102436, 102436, 93730, 171211, 93679, 94040, 171486, 76895, 75328, 208213, 18771, 245386, 235472, 433586, 64095, 67529, 94109, 353344, 13807, 64297"
"mmu-miR-208b-3p","17210, 93888, 114142, 57354, 234076, 319974, 170938, 170938, 18771, 213109, 18515, 12443"
"mmu-miR-20a-5p","20848, 20848, 26416, 16969, 11820, 18412, 12159, 19211, 22762, 8408, 73389, 328572, 60599, 21386, 14165, 20429, 23967, 22339, 22339, 75729, 75729, 226470, 382051, 240055, 83814, 225876, 12487, 12487, 20451, 15901, 18526, 244416, 19244, 21761, 21858, 17260, 244049, 67529, 73158, 76850, 217379, 16155, 77040, 12168, 22061, 7048, 19712, 112405, 23135"
"mmu-miR-20b-5p","15251, 15251, 15259, 218203, 94246, 22339, 22339, 75729, 75729, 226470, 382051, 240055, 83814, 225876, 12487, 12487, 20451, 15901, 18526, 244416, 19244, 21761, 21858, 17260, 244049, 67529, 73158, 76850, 217379, 16155, 266632, 22661"
"mmu-miR-210-3p","21416, 11479, 12043, 15251, 16331, 20423, 217169, 217169, 217169, 11610, 17425, 17425, 622408, 622408, 21429, 21429, 80292, 16822, 16822, 277414, 277414, 277414, 171170, 171170, 13405, 13405, 319448, 18013, 18013, 24059, 338364, 171210, 17967, 16170, 20315, 17988, 11846, 20371, 12399, 12477, 16184"
"mmu-miR-210-5p","12176, 217119"
"mmu-miR-211-5p","12393, 21423, 75141, 75141, 75141, 75141, 243339, 243339, 12846, 12846, 12846, 22221, 21413, 20147, 20147, 20147, 20147, 18762, 16468, 14238, 14238, 14238, 14238, 14190, 228482, 100504323, 100504323, 60505, 63857, 63857, 230757, 230757, 13640, 13193, 94109, 381067, 319880, 59090, 269788, 16370, 216848, 71562, 20444, 226041, 23821, 192195, 69737, 75953, 107733, 74915, 381393, 93686, 276770, 
227715, 319622, 77976, 243382"
"mmu-miR-212-3p","17395, 56484, 75909, 75909, 75909, 75909, 75909, 217695, 78787, 18174, 78757, 78757, 52882, 52882, 74559, 12561, 67072, 105171, 414872, 52892, 22035, 70527, 57434, 211488, 15289"
"mmu-miR-212-5p","73016, 78757, 78757, 11994, 81014, 81014, 320209, 18704, 213054, 73137, 50931, 12572, 240697, 241919, 67630, 16401, 13024, 240660, 208884, 54632, 75725, 319266, 319622, 78784"
"mmu-miR-2136","68926, 70974, 56376, 56376, 243621, 243621, 243621, 21808, 20541, 66491, 68468, 66408, 66408, 140918, 67102, 140488, 52377, 65963, 52686, 73385, 100101807"
"mmu-miR-2139","12504"
"mmu-miR-214-3p","18997, 14056, 170574, 330260, 330260, 330260, 13004, 13004, 545474, 101358, 16593, 16410, 64136, 263803, 238328, 27373, 77644, 21906, 320183, 239099, 99412, 12509, 20308, 67430, 107585, 11651, 67526, 19211, 14219"
"mmu-miR-215-5p","14957, 71740, 71740, 71740, 50915, 28193, 270163, 66274, 72007, 67087"
"mmu-miR-216a-5p","19211, 114889, 114889, 114889, 226041, 216198, 74334, 320713, 320713, 320713, 26409, 15289, 13982, 100072, 12291, 226641, 239167, 239167, 14812, 30947, 11778"
"mmu-miR-216b-5p","22256, 226041, 71146, 71146, 71146, 320302, 245403, 245403, 245403, 626391, 626391, 626391, 235469, 107767, 330812, 330812, 74334, 215819, 26409, 16201, 16201, 100039795, 15289, 230801, 230801, 432870, 432870, 239167, 239167, 229211, 114889, 114889, 18505, 18505, 241688, 56295, 217893, 14812, 269336, 70544, 14702, 50758, 30947, 18439, 668212, 74201"
"mmu-miR-216c-5p","93739"
"mmu-miR-217-5p","19211, 21859, 226470, 13666, 226025, 17765, 328274, 93759"
"mmu-miR-218-5p","225631, 74352, 20464, 20464, 12142, 12142, 17936, 17936, 380669, 101358, 12217, 56386, 66975, 13807, 20541, 78619, 72650, 245638, 70470, 110616, 20400, 58235, 18213"
"mmu-miR-2182","94214, 102436, 102436, 208292, 208292, 74012, 208846, 240038"
"mmu-miR-2183","243931, 212632, 13193, 13193, 13193, 109880, 71704, 55994, 55994, 381373, 13209, 76206"
"mmu-miR-219-3p","381463, 225631, 320024, 338523, 18861, 329207, 15242"
"mmu-miR-219a-5p","74559, 320981, 12325, 12325, 18595, 20679, 20679, 230700, 30928, 15208, 98432, 22661, 15259, 67028, 71389, 64095, 544971, 22390"
"mmu-miR-21a-3p","8434, 20617"
"mmu-miR-21a-5p","14103, 67245, 18569, 18569, 18569, 18569, 18569, 24064, 19211, 19211, 19211, 19211, 19211, 19211, 53614, 53614, 53614, 53614, 24063, 24063, 24063, 21810, 24066, 236576, 236576, 69769, 17131, 17131, 17131, 14910, 22632, 66892, 56426, 21859, 55432, 17395, 52150, 26401, 20430, 68477, 21961, 66771, 242705, 208366, 64113, 100233175, 26397, 20656, 8470, 20678, 20674, 381305"
"mmu-miR-22-3p","11898, 14013, 13867, 12532, 67771, 22631, 15900, 208727, 23411, 17187, 17257, 19013, 93759, 71508, 108946, 26950, 107767, 107767, 107767, 107767, 269702, 269702, 226525, 226525, 226525, 102436, 102436, 56291, 320587, 80517, 107951, 21933, 66308"
"mmu-miR-22-5p","21844"
"mmu-miR-221-3p","67151, 12576, 74747, 12176, 16590, 16590, 21859, 11863, 98766, 98766, 20474, 20474, 20474, 268741, 268741, 98878, 11877, 11877, 93765, 93765, 14190, 14464, 66952, 20147, 52187, 213054, 272382, 52150, 27215, 65246, 320165, 54632, 320560, 240038, 10534"
"mmu-miR-222-3p","12576, 16590, 23871, 98766, 98766, 20474, 20474, 20474, 268741, 268741, 98878, 11877, 11877, 93765, 93765, 14190, 14464, 66952, 20147, 52187, 213054, 272382, 52150, 27215, 65246, 320165, 54632, 320560, 240038, 14609"
"mmu-miR-223-3p","17260, 17260, 50754, 14939, 20848, 14800, 14812, 94221, 246316, 66073, 64297, 18822, 14062, 327958, 333050, 72685, 73205, 56468, 237898, 52837, 100986, 26384, 116891, 268932, 231861, 20324, 66146, 13872, 23871, 23871, 23871, 20977, 77929, 241528, 109910, 57340, 117146, 171486, 56294, 83796, 18218, 16597, 544971, 194401, 268890, 74173, 17129, 246198, 67040, 16519, 66427, 208846, 71409, 232157, 
71779, 16646, 17957, 19273, 227195, 106369, 18595, 228880, 67453, 234023, 20273, 102774, 14399, 101490, 11416, 22288, 18605, 16561, 23797, 78232, 215008, 241490, 70292, 29864, 100855, 72948, 232146, 320080, 67886, 15529, 13046, 170790, 207781, 68027, 407821, 72194, 14348, 68559, 20249, 16412, 19122, 76899, 170753, 380684, 56758, 53416, 211922, 217082, 70834, 244349, 208606, 75423, 72949, 110380, 
11994, 12371, 78618, 16653, 210673, 94090, 94090, 19775, 58193, 108671, 26877, 105298, 67769, 27528, 27223, 19296, 81904, 170749, 94332, 69276, 59025, 76498, 13858, 320024, 192285, 329679, 11804, 170772, 217684, 381626, 329795, 19712, 70297, 192159, 22688, 225523, 70227, 237082, 21927, 20983, 23805, 54170, 68910, 70433, 208922, 268902, 22591, 29808, 14260, 72344, 16969, 17755, 18015, 68861, 
11735, 52850, 67486, 76800, 52065, 239796, 72543, 53328, 76499, 105171, 237711, 18679, 18212, 228071, 93737, 56484, 56484, 13138, 18616, 12576, 320799, 19088, 18028, 107358, 18767, 18611, 330662, 72102, 108829, 239157, 16456, 236511, 432530, 13199, 76108, 68904, 17750, 381338, 218543, 26414, 218397, 12419, 73274, 16001, 16001, 16001, 14066, 56195, 243362, 219228, 235040, 71853, 22631, 14897, 
50876, 68558, 208650, 27494, 233271, 66743, 16835, 20365, 665113, 214669, 330064, 69480, 229227, 28018, 108958, 71914, 26879, 18751, 67972, 11981, 13803, 320772, 93840, 56320, 66929, 219149, 214951, 108073, 20168, 18607, 56248, 103967, 24083, 11758, 18845, 74365, 18710, 269593, 210973, 12426, 77040, 14405, 232314, 11303, 71770, 353236, 53611, 16513, 11990, 241732, 56736, 76459, 226751, 14270, 
116972, 53623, 71918, 109676, 72144, 77480, 227541, 214162, 224139, 22352, 234353, 16709, 241263, 94223, 11426, 217893, 214505, 214505, 216810, 67878, 20964, 78388, 71778, 170638, 68169, 242687, 81702, 58909, 72354, 108655, 17257, 20679, 100710, 232023, 77579, 20362, 239510, 18667, 18667, 226610, 226610, 226610, 226610, 242608, 242608, 27204, 19735, 110948, 17913, 219140, 171463, 16878, 16193
"
"mmu-miR-224-5p","50790, 13654, 225872, 5806, 19288, 75210, 75210, 74025, 72925, 109880, 109880, 70560, 70560, 218952, 13205, 67588, 18787, 104885, 75219"
"mmu-miR-23a-3p","13046, 18997, 16906, 12393, 211401, 14102, 12028, 58801, 170770, 245877, 18187, 18187, 18187, 18187, 382867, 17141, 16172, 338363, 21808, 23984, 23984, 380916, 50758, 50758, 50758, 239170, 239170, 239170, 239170, 239170, 64380, 64380, 64380, 329207, 73442, 213056, 17193, 217837, 19267, 20846, 17129, 7128, 21929, 16451, 20852, 11783"
"mmu-miR-23a-5p","19211, 12369"
"mmu-miR-23b-3p","17129, 17129, 17128, 17128, 17127, 17127, 17127, 15205, 15205, 13046, 14007, 353326, 16906, 50490, 14102, 245877, 18187, 18187, 18187, 18187, 382867, 17141, 16172, 338363, 21808, 23984, 23984, 380916, 50758, 50758, 50758, 239170, 239170, 239170, 239170, 239170, 64380, 64380, 64380, 329207, 73442, 213056, 17193, 217837, 19267, 21916"
"mmu-miR-23b-5p","17127"
"mmu-miR-24-1-5p","11910"
"mmu-miR-24-2-5p","17129, 228775, 11910"
