mirtarbase,entrez targets
mmu-miR-27a-3p,27060
mmu-miR-27a-3p,12156
mmu-miR-27a-3p,12166
mmu-miR-27a-3p,55994
mmu-miR-183-5p,16974
mmu-miR-138-5p,20674
mmu-miR-709,20674
mmu-miR-709,16476
mmu-miR-138-5p,16476
mmu-miR-138-5p,13654
mmu-miR-709,13654
mmu-miR-20a-5p,328572
mmu-miR-29b-3p,21929
mmu-miR-27a-5p,70673
mmu-miR-27a-5p,12912
mmu-miR-27a-5p,19013
mmu-miR-144-3p,105787
mmu-miR-451a,105787
mmu-miR-451a,104371
mmu-miR-451a,12283
mmu-miR-451a,12283
mmu-miR-451a,12283
mmu-miR-144-3p,12283
mmu-miR-495-3p,13435
mmu-miR-29a-3p,13193
mmu-miR-30a-5p,12448
mmu-miR-30a-5p,107934
mmu-miR-30a-5p,17246
mmu-miR-30a-5p,67154
mmu-miR-30a-5p,67154
mmu-miR-30a-5p,17125
mmu-miR-30a-5p,19230
mmu-miR-30a-5p,21859
mmu-miR-30c-5p,12448
mmu-miR-30c-5p,107934
mmu-miR-30c-5p,13649
mmu-miR-30c-5p,17246
mmu-miR-30c-5p,67154
mmu-miR-30c-5p,67154
mmu-miR-30c-5p,17125
mmu-miR-30c-5p,19230
mmu-miR-30c-5p,21859
mmu-miR-34a-5p,14451
mmu-miR-205-5p,56637
mmu-miR-125a-5p,22034
mmu-miR-21a-5p,69769
mmu-miR-302a-3p,12443
mmu-miR-21a-5p,17131
mmu-miR-21a-5p,17131
mmu-miR-21a-5p,17131
mmu-miR-499-5p,20679
mmu-miR-206-3p,14268
mmu-miR-325-3p,11838
mmu-miR-22-3p,17257
mmu-miR-185-5p,13003
mmu-miR-185-5p,12387
mmu-miR-203-5p,13003
mmu-miR-203-5p,12387
mmu-miR-434-3p,13003
mmu-miR-434-3p,12387
mmu-miR-680,13003
mmu-miR-680,12387
mmu-miR-690,13003
mmu-miR-690,12387
mmu-miR-210-3p,15251
mmu-miR-384-3p,15183
mmu-miR-20a-5p,60599
mmu-miR-17-5p,60599
mmu-miR-224-5p,225872
mmu-miR-21a-5p,14910
mmu-miR-17-5p,21386
mmu-miR-17-5p,21386
mmu-miR-20a-5p,21386
mmu-miR-92a-3p,21386
mmu-miR-92a-3p,21386
mmu-miR-17-5p,14165
mmu-miR-20a-5p,14165
mmu-miR-20a-5p,20429
mmu-miR-17-5p,20429
mmu-miR-17-5p,20429
mmu-miR-17-5p,23967
mmu-miR-20a-5p,23967
mmu-miR-489-3p,17874
mmu-miR-34a-5p,22340
mmu-miR-34a-5p,52040
mmu-miR-34a-5p,12443
mmu-miR-499-5p,14370
mmu-miR-499-5p,19055
mmu-miR-499-5p,22339
mmu-miR-26a-5p,14219
mmu-miR-26a-5p,17128
mmu-miR-320-3p,13555
mmu-miR-320-3p,22668
mmu-miR-27a-3p,16153
mmu-miR-143-3p,16011
mmu-miR-21a-5p,22632
mmu-miR-21a-5p,66892
mmu-miR-206-3p,66892
mmu-miR-206-3p,56426
mmu-miR-21a-5p,56426
mmu-miR-133a-3p,16533
mmu-miR-1a-3p,214384
mmu-miR-19a-3p,19211
mmu-miR-19a-3p,19211
mmu-miR-92a-3p,20429
mmu-miR-29b-2-5p,21803
mmu-miR-125b-5p,20479
mmu-miR-224-5p,5806
mmu-miR-370-3p,13435
mmu-miR-30b-5p,67154
mmu-miR-30d-5p,67154
mmu-miR-27a-3p,20713
mmu-miR-16-5p,67916
mmu-miR-221-3p,11863
mmu-miR-203-3p,7707
mmu-miR-203-3p,329207
mmu-miR-34b-5p,12571
mmu-miR-22-3p,19013
mmu-miR-22-3p,93759
mmu-miR-490-3p,71950
mmu-miR-34a-5p,83433
mmu-miR-19a-3p,21926
mmu-miR-124-3p,12428
mmu-miR-138-5p,93759
mmu-miR-138-5p,93759
mmu-miR-210-3p,16331
mmu-miR-301a-3p,77286
mmu-miR-146b-5p,93759
mmu-miR-378a-3p,18181
mmu-miR-184-3p,68267
mmu-miR-30e-5p,16974
mmu-miR-135a-5p,110784
mmu-miR-124-3p,110784
mmu-miR-124-3p,17874
mmu-miR-124-3p,22034
mmu-miR-124-3p,18033
mmu-miR-155-5p,170786
mmu-miR-323-3p,13626
mmu-miR-17-5p,21858
mmu-miR-17-5p,21857
mmu-miR-222-3p,23871
mmu-miR-146a-5p,17755
mmu-miR-155-5p,1154
mmu-miR-98-5p,16193
mmu-miR-145a-5p,56458
mmu-miR-21a-5p,55432
mmu-miR-298-5p,16001
mmu-miR-296-3p,21926
mmu-miR-296-3p,16001
mmu-miR-126a-3p,16367
mmu-miR-376a-3p,18538
mmu-miR-200a-3p,8660
mmu-miR-466a-3p,54446
mmu-miR-200c-3p,12151
mmu-miR-99a-5p,93762
mmu-let-7c-5p,2146
mmu-miR-206-3p,56417
mmu-miR-1a-3p,56417
mmu-miR-23a-3p,14102
mmu-miR-23b-3p,14102
mmu-miR-126a-5p,11658
mmu-miR-26a-5p,19211
mmu-miR-344-3p,56637
mmu-miR-224-5p,19288
mmu-miR-145a-5p,12224
mmu-miR-15b-5p,12050
mmu-miR-16-5p,12050
mmu-miR-195a-5p,12050
mmu-miR-130b-3p,21803
mmu-miR-181b-5p,10736
mmu-miR-142a-3p,16179
mmu-miR-873a-5p,21929
mmu-miR-9-5p,207565
mmu-miR-150-5p,17874
mmu-miR-31-5p,17874
mmu-miR-339-3p,18390
mmu-let-7e-5p,16153
mmu-miR-17-5p,237052
mmu-miR-17-5p,237052
mmu-miR-3473a,19211
mmu-miR-690,110794
mmu-miR-27a-3p,12028
mmu-miR-23a-3p,12028
mmu-miR-23a-3p,58801
mmu-miR-27a-3p,58801
mmu-miR-27a-3p,170770
mmu-miR-23a-3p,170770
mmu-miR-34a-5p,60436
mmu-miR-96-5p,72999
mmu-miR-182-5p,50754
mmu-miR-210-3p,20423
mmu-miR-146b-5p,18033
mmu-miR-133b-3p,26927
mmu-miR-200c-3p,22762
mmu-miR-200b-3p,22762
mmu-miR-132-3p,11423
mmu-miR-335-3p,11735
mmu-miR-29b-3p,16000
mmu-miR-29a-3p,20312
mmu-miR-29a-3p,16000
mmu-miR-200c-3p,18121
mmu-miR-20a-5p,22339
mmu-miR-20a-5p,22339
mmu-miR-17-5p,22339
mmu-miR-181b-5p,14828
mmu-miR-181b-5p,22223
mmu-miR-338-3p,14183
mmu-miR-338-3p,12393
mmu-miR-150-5p,19017
mmu-miR-150-5p,70673
mmu-let-7a-5p,3569
mmu-miR-133a-3p,223864
mmu-miR-133a-3p,18749
mmu-miR-133a-3p,11512
mmu-miR-133a-3p,11554
mmu-miR-137-3p,12355
mmu-miR-15a-5p,22339
mmu-miR-16-5p,21939
mmu-miR-15a-5p,21939
mmu-miR-15a-5p,14173
mmu-miR-16-5p,14173
mmu-miR-181d-5p,12394
mmu-miR-106a-5p,15251
mmu-miR-106a-5p,22339
mmu-miR-7a-1-3p,18645
mmu-miR-7a-2-3p,18645
mmu-miR-7a-1-3p,18751
mmu-miR-7a-2-3p,18751
mmu-miR-7a-1-3p,20617
mmu-miR-7a-2-3p,20617
mmu-miR-7a-2-3p,208884
mmu-miR-7a-1-3p,208884
mmu-miR-7a-1-3p,68524
mmu-miR-7a-2-3p,68524
mmu-miR-7a-1-3p,12889
mmu-miR-7a-2-3p,12889
mmu-miR-7a-2-3p,70350
mmu-miR-19b-3p,14611
mmu-miR-7a-1-3p,70350
mmu-miR-19a-3p,14611
mmu-miR-29b-3p,20674
mmu-miR-19b-3p,22408
mmu-miR-19b-3p,22408
mmu-miR-21a-5p,17395
mmu-miR-155-5p,56637
mmu-miR-146a-5p,26994
mmu-miR-106b-5p,67529
mmu-miR-141-3p,54338
mmu-miR-200a-3p,54338
mmu-miR-125a-5p,319594
mmu-miR-370-3p,21814
mmu-miR-302a-3p,11819
mmu-miR-150-5p,12767
mmu-miR-17-3p,114774
mmu-miR-24-2-5p,17129
mmu-miR-20a-5p,77040
mmu-miR-143-3p,13435
mmu-miR-24-3p,18999
mmu-miR-96-5p,67605
mmu-miR-34a-5p,20521
mmu-miR-200c-3p,19699
mmu-miR-150-5p,192656
mmu-miR-155-5p,93687
mmu-miR-153-3p,12288
mmu-miR-23b-3p,21916
mmu-miR-7a-5p,20683
mmu-miR-7a-5p,11545
mmu-miR-378a-3p,2737
mmu-miR-30a-5p,50615
mmu-miR-17-5p,22241
mmu-miR-128-3p,67469
mmu-miR-291b-3p,105787
mmu-miR-494-3p,14183
mmu-miR-494-3p,19877
mmu-miR-125b-2-3p,13631
mmu-miR-125b-2-3p,12428
mmu-miR-26a-5p,11909
mmu-miR-18a-5p,3660
mmu-let-7i-5p,16193
mmu-let-7i-5p,12843
mmu-miR-210-3p,16170
mmu-miR-210-3p,20315
mmu-miR-27b-3p,11865
mmu-miR-367-3p,266632
mmu-miR-1894-3p,360213
mmu-miR-130b-3p,16362
mmu-miR-27a-3p,170574
mmu-miR-764-3p,26423
mmu-miR-145a-5p,18227
mmu-miR-339-5p,23821
mmu-miR-339-5p,23821
mmu-miR-448-3p,17969
mmu-miR-374b-5p,17878
mmu-miR-23a-3p,20846
mmu-miR-29a-3p,235623
mmu-miR-29b-3p,235623
mmu-miR-29c-3p,235623
mmu-miR-106b-5p,17129
mmu-miR-17-5p,17129
mmu-miR-301a-3p,56468
mmu-miR-301a-3p,16362
mmu-miR-338-3p,8600
mmu-miR-19b-3p,104156
mmu-miR-93-5p,18024
mmu-miR-212-3p,15289
mmu-miR-434-3p,276770
mmu-miR-299a-5p,9474
mmu-miR-18a-5p,3091
mmu-miR-7a-5p,216799
mmu-miR-142a-5p,107568
mmu-miR-33-5p,20296
mmu-miR-124-3p,5292
mmu-miR-101b-3p,105787
mmu-let-7e-5p,373864
mmu-miR-24-3p,170770
mmu-miR-146a-5p,22408
mmu-miR-146a-5p,22418
mmu-miR-128-3p,1432
mmu-miR-27b-3p,13527
mmu-miR-106b-5p,13654
mmu-miR-30b-5p,12014
mmu-miR-487b-3p,77125
mmu-miR-7a-5p,80517
mmu-miR-33-5p,15364
mmu-miR-421-3p,23410
mmu-miR-211-5p,77976
mmu-miR-223-3p,171463
mmu-miR-330-5p,12540
mmu-miR-491-5p,12567
mmu-miR-491-5p,21414
mmu-miR-455-3p,12393
mmu-miR-101b-3p,4513
mmu-miR-26b-3p,4513
mmu-miR-106b-5p,16601
mmu-miR-29a-3p,16956
mmu-miR-17-5p,12168
mmu-miR-20a-5p,12168
mmu-miR-93-5p,12168
mmu-miR-106a-5p,12168
mmu-miR-451a,4282
mmu-miR-221-3p,10534
mmu-miR-1a-3p,2959
mmu-miR-139-5p,212541
mmu-miR-10a-5p,212541
mmu-miR-222-3p,14609
mmu-miR-23a-3p,17129
mmu-miR-27a-3p,17129
mmu-miR-27a-3p,56458
mmu-miR-27a-3p,72416
mmu-miR-27a-3p,17127
mmu-miR-127-3p,12053
mmu-miR-199b-3p,16449
mmu-miR-451a,68839
mmu-miR-687,19211
mmu-miR-31-5p,21808
mmu-miR-150-5p,20807
mmu-miR-330-5p,2923
mmu-miR-26a-5p,192656
mmu-miR-143-3p,26409
mmu-miR-195a-5p,94187
mmu-miR-21a-5p,26397
mmu-miR-23a-3p,7128
mmu-miR-214-3p,107585
mmu-miR-20a-5p,22061
mmu-miR-200a-3p,93759
mmu-miR-149-5p,63976
mmu-miR-21a-5p,20656
mmu-miR-195a-5p,17390
mmu-miR-154-5p,22411
mmu-miR-146a-5p,7189
mmu-miR-21a-5p,8470
mmu-miR-210-3p,17988
mmu-miR-210-3p,11846
mmu-miR-125b-1-3p,13982
mmu-miR-26a-5p,22418
mmu-miR-146a-5p,15205
mmu-miR-146a-5p,19016
mmu-miR-219a-5p,22390
mmu-miR-186-5p,55985
mmu-miR-140-5p,21812
mmu-miR-140-5p,22411
mmu-miR-140-5p,14628
mmu-miR-200c-3p,7431
mmu-miR-291b-3p,19697
mmu-miR-30e-5p,54567
mmu-miR-9-5p,2078
mmu-miR-200b-3p,11820
mmu-miR-106a-5p,11820
mmu-miR-9-5p,56484
mmu-miR-126a-3p,11502
mmu-miR-126a-3p,319480
mmu-miR-29a-5p,17210
mmu-miR-182-5p,11651
mmu-miR-182-5p,13017
mmu-miR-92a-2-5p,21937
mmu-miR-451a,15900
mmu-miR-467g,12393
mmu-miR-155-3p,12703
mmu-miR-155-3p,12703
mmu-miR-155-3p,17342
mmu-miR-20a-5p,7048
mmu-miR-24-2-5p,228775
mmu-miR-181c-5p,1808
mmu-miR-141-3p,16002
mmu-miR-200a-3p,16002
mmu-let-7e-5p,12842
mmu-let-7e-5p,12843
mmu-let-7e-5p,12825
mmu-let-7e-5p,71355
mmu-let-7e-5p,109700
mmu-let-7e-5p,16401
mmu-let-7e-5p,20249
mmu-let-7e-5p,21825
mmu-miR-33-3p,11846
mmu-miR-10a-3p,12912
mmu-miR-34b-3p,16828
mmu-miR-449a-3p,16828
mmu-miR-29b-1-5p,18596
mmu-miR-29b-1-5p,11651
mmu-miR-29b-1-5p,14268
mmu-miR-29b-1-5p,14632
mmu-miR-29b-1-5p,11475
mmu-miR-29b-1-5p,12843
mmu-miR-146a-3p,18128
mmu-miR-146a-3p,13869
mmu-miR-181c-3p,56458
mmu-miR-17-5p,21416
mmu-miR-365-3p,16511
mmu-miR-196a-5p,21813
mmu-miR-196b-5p,21813
mmu-miR-504-5p,14783
mmu-miR-504-5p,13654
mmu-miR-24-3p,5598
mmu-miR-21a-5p,20678
mmu-miR-99b-5p,17304
mmu-miR-214-3p,67526
mmu-miR-33-3p,11303
mmu-miR-33-3p,11303
mmu-miR-26a-5p,544752
mmu-miR-133a-5p,19664
mmu-miR-181a-5p,15926
mmu-miR-155-3p,382053
mmu-miR-19a-3p,14366
mmu-miR-19a-3p,16974
mmu-miR-423-3p,12862
mmu-miR-146b-5p,18128
mmu-miR-29a-3p,52463
mmu-miR-188-3p,10533
mmu-miR-30b-3p,105675
mmu-miR-139-5p,18128
mmu-miR-139-5p,16367
mmu-miR-3090-5p,16000
mmu-miR-346-3p,16000
mmu-miR-494-3p,16000
mmu-miR-200b-3p,17684
mmu-miR-132-3p,17762
mmu-miR-499-5p,19211
mmu-miR-7a-5p,245049
mmu-miR-7a-5p,18508
mmu-miR-153-3p,67300
mmu-miR-153-3p,12727
mmu-miR-153-3p,54403
mmu-miR-467a-5p,12028
mmu-miR-376b-3p,80859
mmu-miR-376b-3p,20848
mmu-miR-148a-3p,22408
mmu-miR-155-5p,11865
mmu-miR-1a-3p,12064
mmu-miR-144-3p,22034
mmu-miR-29a-3p,12491
mmu-miR-29a-3p,20528
mmu-miR-214-3p,19211
mmu-miR-17-3p,56338
mmu-miR-497a-5p,53614
mmu-miR-125b-5p,23429
mmu-miR-96-3p,16337
mmu-miR-96-3p,16333
mmu-miR-92a-3p,14056
mmu-miR-132-3p,20677
mmu-miR-31-5p,57257
mmu-miR-31-5p,74178
mmu-miR-410-5p,16193
mmu-miR-181b-1-3p,11687
mmu-miR-877-3p,17131
mmu-miR-9-3p,72821
mmu-miR-27a-5p,230738
mmu-miR-26a-1-3p,14219
mmu-miR-378a-3p,26413
mmu-miR-128-3p,13193
mmu-miR-193b-3p,5888
mmu-miR-23a-3p,21929
mmu-miR-23a-3p,16451
mmu-miR-23a-3p,20852
mmu-miR-27a-3p,16364
mmu-miR-19b-3p,14609
mmu-miR-615-5p,17702
mmu-miR-615-5p,15404
mmu-miR-615-5p,17196
mmu-miR-615-5p,83557
mmu-miR-615-5p,12578
mmu-miR-615-5p,16002
mmu-miR-124-5p,13388
mmu-miR-124-5p,20682
mmu-miR-124-5p,22772
mmu-miR-124-5p,12140
mmu-miR-124-5p,74318
mmu-miR-124-5p,18999
mmu-miR-124-5p,192119
mmu-miR-124-5p,14179
mmu-miR-124-5p,12550
mmu-miR-124-5p,24113
mmu-miR-124-5p,13386
mmu-miR-124-5p,18212
mmu-miR-143-5p,11789
mmu-miR-143-5p,14283
mmu-miR-143-5p,13436
mmu-miR-34a-5p,252995
mmu-miR-27a-3p,4208
mmu-miR-223-3p,16878
mmu-miR-126a-3p,13433
mmu-miR-126a-3p,22339
mmu-miR-15b-5p,22026
mmu-miR-200b-3p,16476
mmu-miR-200c-3p,16476
mmu-miR-203-5p,14658
mmu-miR-146a-3p,16179
mmu-miR-146a-3p,22034
mmu-miR-19a-3p,5728
mmu-miR-150-5p,11651
mmu-miR-155-3p,81489
mmu-miR-155-3p,56812
mmu-miR-144-3p,19211
mmu-miR-144-3p,114715
mmu-miR-98-5p,22408
mmu-miR-151-5p,16190
mmu-miR-16-5p,60533
mmu-miR-204-5p,93759
mmu-miR-34c-5p,55366
mmu-miR-34a-5p,20979
mmu-miR-34a-5p,245860
mmu-miR-34b-5p,17295
mmu-miR-340-5p,17295
mmu-miR-148a-3p,17295
mmu-miR-301a-3p,19211
mmu-miR-140-3p,14268
mmu-miR-138-5p,11799
mmu-miR-29a-3p,13813
mmu-miR-29a-3p,57765
mmu-miR-130a-3p,16362
mmu-miR-130a-3p,16195
mmu-miR-18a-5p,16000
mmu-miR-467b-5p,140919
mmu-miR-24-3p,21414
mmu-miR-34a-5p,83767
mmu-miR-342-5p,2670
mmu-miR-142a-5p,56208
mmu-miR-27a-3p,22416
mmu-miR-28a-5p,228026
mmu-miR-34a-5p,23411
mmu-miR-34a-5p,23411
mmu-miR-138-5p,23411
mmu-miR-138-5p,23411
mmu-miR-205-5p,13198
mmu-miR-484,57526
mmu-miR-148a-3p,19211
mmu-miR-709,56637
mmu-miR-7a-5p,16600
mmu-miR-7a-5p,16600
mmu-miR-29b-3p,22339
mmu-miR-511-5p,21937
mmu-miR-96-5p,15529
mmu-miR-141-5p,15529
mmu-miR-183-5p,15529
mmu-miR-200c-5p,15529
mmu-miR-182-5p,17927
mmu-miR-152-3p,19211
mmu-miR-375-3p,228026
mmu-miR-124-3p,857
mmu-miR-200b-5p,396
mmu-miR-23a-5p,19211
mmu-miR-23a-5p,12369
mmu-miR-27a-5p,56458
mmu-miR-181b-5p,4851
mmu-miR-20a-5p,19712
mmu-miR-29b-1-5p,20677
mmu-miR-449a-5p,16842
mmu-miR-206-3p,18712
mmu-miR-145a-5p,865
mmu-miR-195a-5p,12447
mmu-miR-497a-5p,12447
mmu-miR-497a-5p,12444
mmu-miR-195a-5p,12444
mmu-miR-193b-3p,16590
mmu-miR-199a-5p,14219
mmu-miR-17-5p,112405
mmu-miR-20a-5p,112405
mmu-miR-214-3p,14219
mmu-miR-182-5p,21898
mmu-miR-155-5p,8651
mmu-miR-429-3p,12043
mmu-miR-329-3p,13386
mmu-miR-134-5p,12524
mmu-miR-101a-3p,12778
mmu-miR-9-5p,18109
mmu-miR-126a-3p,74155
mmu-miR-126a-3p,14369
mmu-miR-217-5p,93759
mmu-miR-21a-5p,381305
mmu-miR-146a-5p,381305
mmu-miR-215-5p,72007
mmu-miR-215-5p,67087
mmu-miR-34c-5p,22318
mmu-miR-27a-3p,21898
mmu-miR-17-5p,57746
mmu-miR-199a-5p,268697
mmu-miR-99b-5p,56717
mmu-miR-30a-3p,233833
mmu-miR-30b-3p,233833
mmu-miR-30c-1-3p,233833
mmu-miR-455-5p,12317
mmu-miR-203-3p,17874
mmu-miR-181b-5p,16193
mmu-miR-133a-5p,16201
mmu-miR-23a-3p,11783
mmu-miR-146b-5p,17128
mmu-miR-17-3p,15251
mmu-miR-17-3p,22339
mmu-miR-146b-5p,3663
mmu-miR-376b-3p,15430
mmu-miR-30c-5p,2194
mmu-miR-122-5p,17869
mmu-miR-194-5p,1105
mmu-miR-192-5p,15081
mmu-miR-204-5p,1536
mmu-miR-106b-5p,1536
mmu-miR-148b-3p,1536
mmu-miR-20b-5p,22661
mmu-miR-23b-5p,17127
mmu-miR-101a-3p,18012
mmu-miR-30b-5p,18012
mmu-miR-202-3p,12775
mmu-miR-26a-5p,17709
mmu-miR-26b-5p,17709
mmu-miR-181b-5p,21803
mmu-miR-125a-5p,78610
mmu-miR-351-5p,78610
mmu-miR-29c-3p,23821
mmu-miR-34a-3p,56484
mmu-miR-125a-5p,20848
mmu-miR-125a-5p,15978
mmu-miR-125a-5p,16163
mmu-miR-208a-3p,20679
mmu-miR-20a-5p,23135
mmu-miR-21a-3p,8434
mmu-miR-146a-5p,1958
mmu-miR-22-5p,21844
mmu-miR-494-3p,19211
mmu-miR-146a-3p,108058
mmu-miR-146a-3p,21815
mmu-miR-146a-5p,19059
mmu-miR-146a-5p,21815
mmu-miR-146a-5p,108058
mmu-miR-211-5p,243382
mmu-miR-204-5p,243382
mmu-miR-124-3p,2891
mmu-miR-107-3p,12571
mmu-miR-223-3p,16193
mmu-miR-181a-5p,20848
mmu-miR-421-5p,68943
mmu-miR-34c-5p,16449
mmu-miR-34c-5p,18128
mmu-miR-7b-5p,16600
mmu-miR-182-3p,68585
mmu-miR-145b,17684
mmu-miR-204-5p,13844
mmu-miR-204-5p,14810
mmu-miR-141-3p,3110
mmu-miR-200a-3p,3110
mmu-miR-669n,215351
mmu-miR-503-5p,12166
mmu-miR-181a-5p,7040
mmu-miR-696,19017
mmu-miR-186-5p,23821
mmu-miR-30a-5p,16364
mmu-miR-150-5p,12192
mmu-miR-150-5p,13712
mmu-miR-142a-3p,15289
mmu-miR-27b-3p,13712
mmu-miR-7a-5p,14083
